id	filename	md5	size	state
1625d700-8c20-400d-b337-be8459e8a7cf	1d859458-f851-46ff-8e82-912f40b2f938.mirbase21.mirnas.quantification.txt	27bc754eb57b38b4737038a5da6b481e	50170	live
10817636-3e16-451f-8cc9-4e3e1e0c2fe4	0ecc1e6d-75f5-4935-a0c5-bf8413dd85cb.mirbase21.mirnas.quantification.txt	6a5757a0e91c4a2c2721fef7dad5cb7d	50162	live
f6992a2d-b419-443e-9a27-b549ae4dea90	f0b2d3da-f41b-4cf4-8532-a26755c293c0.mirbase21.mirnas.quantification.txt	498da6839e08b1f09e5b2ee0deb4f8a0	50512	live
e1d4e94f-130a-459f-9b08-0a7acce18571	681038cd-6192-4e8e-a85a-0c91510d8198.mirbase21.mirnas.quantification.txt	cd3ee3201e57b5a49d6428d2d5bd13fe	50447	live
8961f808-11ea-4839-a5d4-28ed270907bb	e3693434-67ad-4e46-ba52-12d675d54a22.mirbase21.mirnas.quantification.txt	b5b80f23baec8f340776476b463d46da	50323	live
58647a88-01b1-4f45-b805-4c648de93764	1259658a-952b-494d-a9de-81fbf6908e8d.mirbase21.mirnas.quantification.txt	82f669fa202a7e83526386a832449c15	50289	live
a81be344-9d95-48f0-a40f-635b0b3b03c3	6fbb9775-679f-499f-b7e9-6cf5c8daee4d.mirbase21.mirnas.quantification.txt	8a51e1cc667db5e005423373a1973a32	50294	live
ae2fcefb-ff03-4452-a6dc-23c30a22754e	98328d74-04f8-431c-8c0c-73f537790c90.mirbase21.mirnas.quantification.txt	b02775d896cfd6f58c5844b92cd027eb	50196	live
563b1f34-57e1-4484-ac21-2a6ab29bccd1	eb5c4332-cf82-4e1d-b609-9644b81efcc4.mirbase21.mirnas.quantification.txt	ddda734e4c729d0339690727cba2dbfc	50123	live
ea852d19-14b0-4bab-9b6d-a66a9f1cbe24	dfd17a07-ce28-4ce1-85b8-730f03304929.mirbase21.mirnas.quantification.txt	48c2cbee20bf2addfa75de096b9662a1	50293	live
23b36f19-afb3-4e04-b665-618a0c9b8523	26b07a30-a2f4-47b8-92c6-bd2e173a5ac8.mirbase21.mirnas.quantification.txt	77060376a6de1f542cfd49170fccb433	50175	live
14d608db-40bc-421f-882e-af805b32a459	5b8ea495-5a70-4b40-8062-7cd5d205d926.mirbase21.mirnas.quantification.txt	9507b21702839523e39000403086e783	50203	live
fcd2153a-5ac1-48cc-8910-62d2b8780087	50a432f0-c317-4af8-9a5a-0a89475a2fee.mirbase21.mirnas.quantification.txt	30e814d4242a2f8215d28872426be13f	50059	live
184d4fe7-0939-42f1-8a06-c78fe6c35ca0	537ee797-21dd-470f-a9b9-6a097dc1f319.mirbase21.mirnas.quantification.txt	df6affe225741f5a2341d0ef1b050e65	50396	live
