id	filename	md5	size	state
ca7df126-1559-4e75-9182-b199f2cef053	16b35f94-2993-4197-a762-52ecb9a464aa.mirbase21.mirnas.quantification.txt	94386fea09628cb0dcbbebb0672b9695	50357	live
211be4e3-cc5a-4c79-8875-ba8f37d791ac	33bb3229-0dc6-435f-9f23-d244ad7e5015.mirbase21.mirnas.quantification.txt	c01a1ea4d340a7e97ec58df6e3ab9653	50380	live
50136129-a8a8-4832-8f8a-58866d257e12	c9c81633-df1a-4377-aeac-01750f1f4e3f.mirbase21.mirnas.quantification.txt	6b759b414b7eab42e6c9fd2e74d8e3cd	50363	live
dd20d180-acce-4e47-a381-a5670ad540bb	061a0555-7fab-4238-8b92-bafed3065d86.mirbase21.mirnas.quantification.txt	d806c34b7d7e7b7bae89294769fed055	50331	live
f7e9016d-2d0b-40d1-a330-09ae95684813	69c2dd2f-9df4-4f79-9d18-577ad2d53dfd.mirbase21.mirnas.quantification.txt	82a9b5796efe1f00f7fdda3ca8b8471a	50307	live
852a9bf9-ed52-4112-9546-bed2e9fbf8e9	d397583f-03fa-4c8e-af10-4cfad44ad7c9.mirbase21.mirnas.quantification.txt	663a835449f5cd9dcf373e68e7bee33f	50244	live
e9148422-1790-4b83-846b-58f8d062e15e	4b020ed9-4d1f-42c3-ae02-f5d54feb2216.mirbase21.mirnas.quantification.txt	a28e28e5bc740794e394cff0d5da1576	50148	live
34612bcc-22f2-4c3d-9968-33f2b12676b7	88cad1ab-2f64-44e3-b31c-b421ba976a6f.mirbase21.mirnas.quantification.txt	f327ce2bd07e558c8cbf0029c21b5a17	50378	live
9246c778-b20a-445e-b7ac-1a2a1d2e980f	2fd7c0f4-4d08-4a7a-ba41-c9f9cb8f213d.mirbase21.mirnas.quantification.txt	20512cb8b03b73dfbcfca2da057e7f51	50294	live
ef85ef0b-af1c-4433-8132-05b77d6c1da4	f751c4e5-b6f0-4d63-b1be-d7b47023b029.mirbase21.mirnas.quantification.txt	22390b068c4059437d4834a296d8f736	50346	live
8be31efe-e61c-4192-9927-08f523e32895	16fd23aa-88d4-41ce-9bfb-0ff0bd6321ef.mirbase21.mirnas.quantification.txt	ce8ab97b06fcd9544f95e5837ce4baaf	50228	live
8e8fc34d-3131-4b70-aa55-39211a47a42e	ac34d95e-8fcf-4fd6-a53b-a7b4b94dc379.mirbase21.mirnas.quantification.txt	c5dc99ae73c140c86ac3734b04ff26a2	50490	live
093e8c7c-eb15-4d55-a19e-9e23bc5ab633	47427fa7-80ab-4e05-81ce-4bdfb1e8c096.mirbase21.mirnas.quantification.txt	4eba2278fae62a56ea2caa23e0443b58	50360	live
ce399f9a-8fec-47a2-ba83-55778c739898	555c1615-ef57-445a-864e-78fd53bc8275.mirbase21.mirnas.quantification.txt	d733b09d2978cdf8c03231dbb3fa6986	50475	live
