Hybridization REF	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-1910	0	0.000000	N	1	0.109334	N	8	1.421754	N	9	0.935941	N
hsa-mir-1911	0	0.000000	N	0	0.000000	N	1	0.177719	N	2	0.207987	N
hsa-mir-1912	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-1913	0	0.000000	N	3	0.328003	N	4	0.710877	N	2	0.207987	N
hsa-mir-1914	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-1915	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-192	917	274.805299	Y	70474	7705.226804	Y	14019	2491.446815	Y	33033	3435.217148	Y
hsa-mir-193a	550	164.823244	N	5291	578.487882	N	2824	501.879293	N	3761	391.119538	N
hsa-mir-193b	625	187.299140	N	228	24.928225	N	663	117.827893	N	523	54.388598	N
hsa-mir-194-1	282	84.509372	N	18728	2047.613128	N	3018	536.356836	N	9307	967.867466	N
hsa-mir-194-2	289	86.607123	N	21221	2320.183585	N	3441	611.532099	N	11385	1183.965950	N
hsa-mir-195	337	100.991697	N	590	64.507248	N	796	141.464560	N	892	92.762198	N
hsa-mir-196a-1	313	93.799410	N	1776	194.177751	N	1403	249.340173	N	1412	146.838816	N
hsa-mir-196a-2	47	14.084895	N	340	37.173668	N	184	32.700351	N	408	42.429346	N
hsa-mir-196b	379	113.578199	N	7578	828.535470	N	1083	192.469998	N	3769	391.951486	N
hsa-mir-197	1002	300.277982	N	8436	922.344316	N	5956	1058.496129	N	8347	868.033710	N
hsa-mir-1972-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-1973	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-1976	42	12.586502	N	167	18.258831	N	149	26.480175	N	198	20.590712	N
hsa-mir-198	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-199a-1	1871	560.698707	Y	2846	311.165472	Y	2380	422.971925	Y	1318	137.063428	Y
hsa-mir-199a-2	3143	941.889917	Y	4858	531.146122	Y	3884	690.261747	Y	2220	230.865561	Y
hsa-mir-199b	3896	1167.547922	Y	5916	646.821832	Y	4512	801.869465	Y	2562	266.431336	Y
hsa-mir-19a	53	15.882967	N	263	28.754926	N	172	30.567719	N	143	14.871070	N
hsa-mir-19b-1	16	4.794858	N	75	8.200074	N	22	3.909825	N	32	3.327792	N
hsa-mir-19b-2	507	151.937063	N	2673	292.250635	N	2208	392.404206	N	1690	175.749008	N
hsa-mir-200a	877	262.818154	N	3655	399.616936	N	1790	318.117540	N	3943	410.046354	N
hsa-mir-200b	1748	523.838236	N	4896	535.300826	N	2538	451.051574	N	5558	577.995850	N
hsa-mir-200c	14167	4245.547075	N	622	68.005946	N	519	92.236315	N	1047	108.881190	N
hsa-mir-202	1	0.299679	N	8	0.874675	N	2	0.355439	N	2	0.207987	N
hsa-mir-203	1881	563.695493	N	3728	407.598342	N	2632	467.757188	N	2876	299.085294	N
hsa-mir-204	251	75.219335	N	16027	1752.301132	N	437	77.663332	N	15258	1586.732759	N
hsa-mir-205	92	27.570433	N	70	7.653402	N	123	21.859473	N	386	40.141489	N
hsa-mir-2052	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-2053	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-2054	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-206	0	0.000000	N	0	0.000000	N	1	0.177719	N	4	0.415974	N
hsa-mir-208a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-208b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-20a	326	97.695232	N	2365	258.575665	N	1428	253.783155	N	1539	160.045990	N
hsa-mir-20b	26	7.791644	N	129	14.104127	N	306	54.382105	N	80	8.319480	N
hsa-mir-21	69956	20964.317866	N	1513410	165467.651856	N	1137783	202205.994081	N	1762791	183318.798509	N
hsa-mir-210	284	85.108729	N	41556	4543.496964	N	42491	7551.470618	N	43462	4519.765316	N
hsa-mir-211	1	0.299679	N	34	3.717367	N	34	6.042456	N	0	0.000000	N
hsa-mir-2110	7	2.097750	N	19	2.077352	N	25	4.442982	N	25	2.599837	N
hsa-mir-2113	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-2114	9	2.697108	N	18	1.968018	N	13	2.310351	N	30	3.119805	N
hsa-mir-2115	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-2116	1	0.299679	N	6	0.656006	N	9	1.599474	N	1	0.103993	N
hsa-mir-2117	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-212	17	5.094537	N	57	6.232056	N	30	5.331579	N	44	4.575714	N
hsa-mir-214	135	40.456614	N	221	24.162885	N	190	33.766666	N	99	10.295356	N
hsa-mir-215	21	6.293251	Y	199	21.757529	Y	44	7.819649	Y	43	4.471720	Y
hsa-mir-216a	18	5.394215	N	10	1.093343	N	3	0.533158	N	4	0.415974	N
hsa-mir-216b	0	0.000000	N	0	0.000000	N	3	0.533158	N	0	0.000000	N
hsa-mir-217	184	55.140867	N	121	13.229453	N	56	9.952281	N	67	6.967564	N
hsa-mir-218-1	15	4.495179	N	6	0.656006	N	3	0.533158	N	2	0.207987	N
hsa-mir-218-2	551	165.122922	N	142	15.525473	N	165	29.323684	N	130	13.519154	N
hsa-mir-219-1	20	5.993572	N	92	10.058757	N	69	12.262631	N	89	9.255421	N
hsa-mir-219-2	2	0.599357	N	29	3.170695	N	22	3.909825	N	15	1.559902	N
hsa-mir-22	236851	70979.181925	N	343119	37514.682232	N	386313	68655.274504	N	438034	45552.686953	N
hsa-mir-221	8175	2449.872756	N	1554	169.905532	N	1630	289.682453	N	2161	224.729944	N
hsa-mir-222	1554	465.700583	N	652	71.285976	N	743	132.045437	N	880	91.514276	N
hsa-mir-223	116	34.762720	N	856	93.590177	N	949	168.655612	N	2589	269.239161	N
hsa-mir-224	22	6.592930	N	115	12.573447	N	149	26.480175	N	330	34.317854	N
hsa-mir-2276	1	0.299679	N	6	0.656006	N	12	2.132632	N	9	0.935941	N
hsa-mir-2277	1	0.299679	N	43	4.701376	N	14	2.488070	N	9	0.935941	N
hsa-mir-2278	0	0.000000	N	1	0.109334	N	1	0.177719	N	1	0.103993	N
hsa-mir-2355	104	31.166577	N	1027	112.286346	N	378	67.177894	N	575	59.796260	N
hsa-mir-23a	12651	3791.234280	Y	58377	6382.609546	Y	51311	9118.954811	Y	60637	6305.853607	Y
hsa-mir-23b	7823	2344.385881	Y	23280	2545.302948	Y	17739	3152.562597	Y	30356	3156.826559	Y
hsa-mir-23c	35	10.488752	N	52	5.685385	N	67	11.907193	N	53	5.511655	N
hsa-mir-24-1	98	29.368505	N	420	45.920414	N	243	43.185789	N	547	56.884442	N
hsa-mir-24-2	4624	1385.713960	N	32572	3561.237441	N	29794	5294.968713	N	38354	3988.566539	N
hsa-mir-25	22260	6670.846185	N	114878	12560.107909	N	103035	18311.307692	N	82938	8625.012557	N
hsa-mir-26a-1	4	1.198714	N	7	0.765340	N	4	0.710877	N	4	0.415974	N
hsa-mir-26a-2	14706	4407.073854	N	44245	4837.496948	N	19696	3500.359260	N	39508	4108.575033	N
hsa-mir-26b	2886	864.872511	N	19656	2149.075376	N	14246	2531.789095	N	31359	3261.132036	N
hsa-mir-27a	3668	1099.221195	Y	21882	2392.453570	Y	20325	3612.144697	Y	28399	2953.311288	Y
hsa-mir-27b	7016	2102.545230	Y	28911	3160.964499	Y	21212	3769.781713	Y	43063	4478.271911	Y
hsa-mir-28	14506	4347.138129	N	35531	3884.757692	N	36121	6419.398701	N	48990	5094.641361	N
hsa-mir-2861	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-2909	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-296	11	3.296465	N	41	4.482707	N	217	38.565087	N	169	17.574901	N
hsa-mir-297	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-298	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-299	7	2.097750	N	4	0.437337	N	16	2.843509	N	19	1.975876	N
hsa-mir-29a	56872	17043.322741	N	164024	17933.452355	N	49459	8789.818675	N	119418	12418.695285	N
hsa-mir-29b-1	1864	558.600956	N	6081	664.861994	Y	3556	631.969818	Y	7033	731.386256	Y
hsa-mir-29b-2	1959	587.070426	N	7153	782.068384	Y	4777	848.965078	Y	8955	931.261755	N
hsa-mir-29c	5828	1746.527024	N	37448	4094.351581	Y	20840	3703.670135	Y	50416	5242.936086	Y
hsa-mir-300	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-301a	13	3.895822	N	52	5.685385	N	56	9.952281	N	60	6.239610	N
hsa-mir-301b	2	0.599357	N	5	0.546672	N	8	1.421754	N	1	0.103993	N
hsa-mir-302a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-302b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-302c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-302d	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-302e	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-302f	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3065	10	2.996786	N	275	30.066938	N	52	9.241403	N	185	19.238797	N
hsa-mir-3074	21	6.293251	N	144	15.744142	N	42	7.464210	N	74	7.695519	N
hsa-mir-30a	582067	174433.038010	Y	1578154	172546.393012	Y	916676	162911.013638	Y	2702586	281051.365923	Y
hsa-mir-30b	16531	4953.987344	Y	24694	2699.901676	Y	12081	2147.026818	Y	21476	2233.364316	Y
hsa-mir-30c-1	3	0.899036	N	27	2.952027	N	20	3.554386	N	19	1.975876	N
hsa-mir-30c-2	5151	1543.644596	Y	22514	2461.552860	Y	13042	2317.815062	Y	30543	3176.273343	Y
hsa-mir-30d	78518	23530.166250	N	107551	11759.015353	N	58879	10463.934446	N	99604	10358.168159	N
hsa-mir-30e	91451	27405.909902	Y	138557	15149.035250	Y	77746	13816.964409	Y	114439	11900.911669	Y
hsa-mir-31	99	29.668184	N	27	2.952027	N	296	52.604912	N	519	53.972624	N
hsa-mir-3115	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3116-1	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3116-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-3117	3	0.899036	N	11	1.202678	N	2	0.355439	N	10	1.039935	N
hsa-mir-3118-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3118-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3118-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3118-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3118-5	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3118-6	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3119-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3119-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3120	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-3121	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3122	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3123	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3124	0	0.000000	N	3	0.328003	N	0	0.000000	N	1	0.103993	N
hsa-mir-3125	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-3126	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3127	0	0.000000	N	40	4.373373	N	22	3.909825	N	21	2.183863	N
hsa-mir-3128	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3129	1	0.299679	N	3	0.328003	N	3	0.533158	N	2	0.207987	N
hsa-mir-3130-1	9	2.697108	N	100	10.933432	N	70	12.440351	N	38	3.951753	N
hsa-mir-3130-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3131	0	0.000000	N	0	0.000000	N	1	0.177719	N	3	0.311980	N
hsa-mir-3132	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3133	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3134	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3135	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3136	4	1.198714	N	8	0.874675	N	8	1.421754	N	8	0.831948	N
hsa-mir-3137	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3138	0	0.000000	N	2	0.218669	N	4	0.710877	N	3	0.311980	N
hsa-mir-3139	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3140	0	0.000000	N	2	0.218669	N	0	0.000000	N	1	0.103993	N
hsa-mir-3141	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3142	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3143	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-3144	17	5.094537	N	0	0.000000	N	0	0.000000	N	2	0.207987	N
hsa-mir-3145	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3146	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3147	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3148	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3149	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3150	0	0.000000	N	3	0.328003	N	2	0.355439	N	1	0.103993	N
hsa-mir-3150b	2	0.599357	N	24	2.624024	N	7	1.244035	N	1	0.103993	N
hsa-mir-3151	2	0.599357	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3152	2	0.599357	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-3153	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3154	2	0.599357	N	0	0.000000	N	0	0.000000	N	2	0.207987	N
hsa-mir-3155	0	0.000000	N	5	0.546672	N	2	0.355439	N	1	0.103993	N
hsa-mir-3156-1	1	0.299679	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3156-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3156-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3157	2	0.599357	N	32	3.498698	N	11	1.954912	N	16	1.663896	N
hsa-mir-3158-1	0	0.000000	N	5	0.546672	N	3	0.533158	N	2	0.207987	N
hsa-mir-3158-2	0	0.000000	N	14	1.530680	N	8	1.421754	N	5	0.519967	N
hsa-mir-3159	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3160-1	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-3160-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3161	0	0.000000	N	2	0.218669	N	1	0.177719	N	2	0.207987	N
hsa-mir-3162	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3163	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3164	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3165	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3166	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-3167	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3168	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3169	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3170	1	0.299679	N	27	2.952027	N	23	4.087544	N	24	2.495844	N
hsa-mir-3171	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3173	0	0.000000	N	8	0.874675	N	3	0.533158	N	6	0.623961	N
hsa-mir-3174	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-3175	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3176	0	0.000000	N	2	0.218669	N	2	0.355439	N	0	0.000000	N
hsa-mir-3177	0	0.000000	N	2	0.218669	N	8	1.421754	N	3	0.311980	N
hsa-mir-3178	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3179-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3179-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3179-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3180-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3180-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3180-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3180-4	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3180-5	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3181	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3182	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3183	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3184	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3185	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3186	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3187	0	0.000000	N	3	0.328003	N	1	0.177719	N	4	0.415974	N
hsa-mir-3188	0	0.000000	N	1	0.109334	N	0	0.000000	N	1	0.103993	N
hsa-mir-3189	0	0.000000	N	8	0.874675	N	2	0.355439	N	0	0.000000	N
hsa-mir-3190	4	1.198714	N	5	0.546672	N	0	0.000000	N	4	0.415974	N
hsa-mir-3191	1	0.299679	N	9	0.984009	N	5	0.888596	N	8	0.831948	N
hsa-mir-3192	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.311980	N
hsa-mir-3193	4	1.198714	N	3	0.328003	N	1	0.177719	N	2	0.207987	N
hsa-mir-3194	1	0.299679	N	6	0.656006	N	5	0.888596	N	11	1.143928	N
hsa-mir-3195	1	0.299679	N	0	0.000000	N	1	0.177719	N	2	0.207987	N
hsa-mir-3196	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3197	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3198	1	0.299679	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3199-1	0	0.000000	N	6	0.656006	N	5	0.888596	N	3	0.311980	N
hsa-mir-3199-2	5	1.498393	N	11	1.202678	N	2	0.355439	N	9	0.935941	N
hsa-mir-32	58	17.381360	N	385	42.093713	N	177	31.456315	N	269	27.974250	N
hsa-mir-3200	3	0.899036	N	10	1.093343	N	66	11.729474	N	25	2.599837	N
hsa-mir-3201	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3202-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.207987	N
hsa-mir-3202-2	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-320a	716	214.569895	Y	4161	454.940102	Y	3092	549.508064	Y	5683	590.995037	Y
hsa-mir-320b-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-320b-2	16	4.794858	Y	97	10.605429	Y	70	12.440351	Y	98	10.191363	Y
hsa-mir-320c-1	1	0.299679	N	22	2.405355	N	3	0.533158	N	11	1.143928	N
hsa-mir-320c-2	0	0.000000	N	8	0.874675	N	4	0.710877	N	2	0.207987	N
hsa-mir-320d-1	0	0.000000	N	7	0.765340	N	7	1.244035	N	2	0.207987	N
hsa-mir-320d-2	2	0.599357	N	8	0.874675	N	5	0.888596	N	5	0.519967	N
hsa-mir-320e	0	0.000000	N	0	0.000000	N	4	0.710877	N	1	0.103993	N
hsa-mir-323	4	1.198714	N	5	0.546672	N	11	1.954912	N	14	1.455909	N
hsa-mir-323b	2	0.599357	N	5	0.546672	N	12	2.132632	N	10	1.039935	N
hsa-mir-324	114	34.163363	N	572	62.539231	N	873	155.148946	N	762	79.243044	N
hsa-mir-325	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-326	10	2.996786	N	118	12.901450	N	131	23.281228	N	139	14.455096	N
hsa-mir-328	273	81.812265	N	1153	126.062470	N	1428	253.783155	N	1981	206.011115	N
hsa-mir-329-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	4	0.415974	N
hsa-mir-329-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	5	0.519967	N
hsa-mir-330	80	23.974290	N	409	44.717737	N	357	63.445789	N	420	43.677268	N
hsa-mir-331	88	26.371719	N	1039	113.598358	N	1048	186.249823	N	892	92.762198	N
hsa-mir-335	30	8.990359	N	95	10.386760	N	138	24.525263	N	373	38.789574	N
hsa-mir-337	18	5.394215	N	26	2.842692	N	31	5.509298	N	84	8.735454	N
hsa-mir-338	626	187.598819	N	2613	285.690576	N	1650	293.236839	N	2728	283.694257	N
hsa-mir-339	494	148.041241	N	6196	677.435441	N	2899	515.208240	N	3003	312.292468	N
hsa-mir-33a	394	118.073378	N	108	11.808106	N	104	18.482807	N	66	6.863571	N
hsa-mir-33b	28	8.391001	N	69	7.544068	N	71	12.618070	N	35	3.639772	N
hsa-mir-340	81	24.273969	N	319	34.877648	N	249	44.252105	N	398	41.389411	N
hsa-mir-342	469	140.549275	N	7031	768.729598	N	5634	1001.270515	N	4928	512.479947	N
hsa-mir-345	28	8.391001	N	319	34.877648	N	186	33.055789	N	159	16.534966	N
hsa-mir-346	0	0.000000	N	3	0.328003	N	4	0.710877	N	4	0.415974	N
hsa-mir-34a	368	110.281734	N	2510	274.429141	N	3252	577.943152	N	6174	642.055843	N
hsa-mir-34b	1	0.299679	N	1	0.109334	N	9	1.599474	N	2	0.207987	N
hsa-mir-34c	28	8.391001	N	12	1.312012	N	30	5.331579	N	15	1.559902	N
hsa-mir-3605	13	3.895822	N	22	2.405355	N	41	7.286491	N	37	3.847759	N
hsa-mir-3606	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3607	254	76.118371	N	1758	192.209733	N	768	136.488420	N	1365	141.951122	N
hsa-mir-3609	0	0.000000	N	8	0.874675	N	5	0.888596	N	3	0.311980	N
hsa-mir-361	2666	798.943213	N	8776	959.517984	N	5193	922.896306	N	7909	822.484559	N
hsa-mir-3610	2	0.599357	N	3	0.328003	N	1	0.177719	N	7	0.727954	N
hsa-mir-3611	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-3612	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3613	20	5.993572	N	126	13.776124	N	89	15.817017	N	100	10.399350	N
hsa-mir-3614	0	0.000000	N	15	1.640015	N	12	2.132632	N	19	1.975876	N
hsa-mir-3615	12	3.596143	N	109	11.917441	N	119	21.148596	N	104	10.815324	N
hsa-mir-3616	0	0.000000	N	3	0.328003	N	0	0.000000	N	1	0.103993	N
hsa-mir-3617	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3618	0	0.000000	N	1	0.109334	N	0	0.000000	N	1	0.103993	N
hsa-mir-3619	0	0.000000	N	3	0.328003	N	0	0.000000	N	2	0.207987	N
hsa-mir-362	388	116.275306	N	273	29.848269	N	114	20.260000	N	434	45.133177	N
hsa-mir-3620	0	0.000000	N	1	0.109334	N	2	0.355439	N	3	0.311980	N
hsa-mir-3621	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3622a	0	0.000000	N	4	0.437337	N	0	0.000000	N	0	0.000000	N
hsa-mir-3622b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-363	39	11.687466	N	275	30.066938	N	771	137.021577	N	140	14.559089	N
hsa-mir-3646	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3647	104	31.166577	N	231	25.256228	N	185	32.878070	N	185	19.238797	N
hsa-mir-3648	2	0.599357	N	61	6.669393	N	29	5.153860	N	32	3.327792	N
hsa-mir-3649	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-365-1	181	54.241831	N	908	99.275562	N	1094	194.424910	N	1339	139.247291	N
hsa-mir-365-2	169	50.645688	N	881	96.323535	N	1101	195.668945	N	1345	139.871252	N
hsa-mir-3650	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.311980	N
hsa-mir-3651	45	13.485538	N	54	5.904053	N	49	8.708246	N	64	6.655584	N
hsa-mir-3652	4	1.198714	N	9	0.984009	N	9	1.599474	N	5	0.519967	N
hsa-mir-3653	415	124.366629	N	591	64.616583	N	574	102.010876	N	499	51.892754	N
hsa-mir-3654	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3655	0	0.000000	N	1	0.109334	N	2	0.355439	N	3	0.311980	N
hsa-mir-3656	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-3657	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3658	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
